GameID,Week,Day,DateStamp,Vteam,VQ1,VQ2,VQ3,VQ4,Year,Hteam,HQ1,HQ2,HQ3,HQ4,Date,Time,Winner/tie,Unnamed: 18,Loser/tie
200412260pit,16,Sun,2004-12-26,Ravens,7,0,0,0,2004,Steelers,7,3,7,3,12/26/2004,1:01PM,Pittsburgh Steelers,,Baltimore Ravens
200412260nor,16,Sun,2004-12-26,Falcons,0,6,7,0,2004,Saints,5,7,14,0,12/26/2004,1:03PM,New Orleans Saints,,Atlanta Falcons
200412260jax,16,Sun,2004-12-26,Texans,7,7,0,7,2004,Jaguars,0,0,0,0,12/26/2004,1:03PM,Detroit Lions,,Chicago Bears
200412260det,16,Sun,2004-12-26,Bears,0,0,6,7,2004,Lions,3,13,0,3,12/26/2004,1:03PM,Houston Texans,@,Jacksonville Jaguars
200412260cin,16,Sun,2004-12-26,Giants,0,13,3,6,2004,Bengals,7,3,7,6,12/26/2004,1:03PM,Cincinnati Bengals,,New York Giants
200412260nyj,16,Sun,2004-12-26,Patriots,0,13,3,7,2004,Jets,0,0,0,7,12/26/2004,4:05PM,New England Patriots,@,New York Jets
200412260sfo,16,Sun,2004-12-26,Bills,0,17,10,14,2004,49ers,0,0,0,7,12/26/2004,4:06PM,Buffalo Bills,@,San Francisco 49ers
200412260tam,16,Sun,2004-12-26,Panthers,7,10,7,13,2004,Buccaneers,7,0,7,6,12/26/2004,4:15PM,Carolina Panthers,@,Tampa Bay Buccaneers
200412260dal,16,Sun,2004-12-26,Redskins,3,0,0,7,2004,Cowboys,0,6,0,7,12/26/2004,4:15PM,Dallas Cowboys,,Washington Redskins
200412260sea,16,Sun,2004-12-26,Cardinals,7,0,0,14,2004,Seahawks,0,10,7,7,12/26/2004,4:16PM,Seattle Seahawks,,Arizona Cardinals
200412260mia,16,Sun,2004-12-26,Browns,7,0,0,0,2004,Dolphins,7,0,0,3,12/26/2004,8:37PM,Miami Dolphins,,Cleveland Browns
200412270ram,16,Mon,2004-12-27,Eagles,7,0,0,0,2004,Rams,7,3,7,3,12/27/2004,9:09PM,St. Louis Rams,,Philadelphia Eagles
200501020car,17,Sun,2005-01-02,Saints,7,7,7,0,2005,Panthers,3,0,7,8,1/2/2005,1:02PM,New England Patriots,,San Francisco 49ers
200501020buf,17,Sun,2005-01-02,Steelers,10,6,0,13,2005,Bills,7,3,7,7,1/2/2005,1:02PM,St. Louis Rams,,New York Jets
200501020ram,17,Sun,2005-01-02,Jets,3,7,16,3,2005,Rams,0,14,7,8,1/2/2005,1:02PM,Pittsburgh Steelers,@,Buffalo Bills
200501020nwe,17,Sun,2005-01-02,49ers,7,0,0,0,2005,Patriots,0,7,7,7,1/2/2005,1:02PM,New Orleans Saints,@,Carolina Panthers
200501020rav,17,Sun,2005-01-02,Dolphins,7,0,14,2,2005,Ravens,7,13,10,0,1/2/2005,1:02PM,Cleveland Browns,@,Houston Texans
200501020htx,17,Sun,2005-01-02,Browns,3,6,7,6,2005,Texans,7,0,0,7,1/2/2005,1:02PM,Baltimore Ravens,,Miami Dolphins
200501020oti,17,Sun,2005-01-02,Lions,3,7,3,6,2005,Titans,7,7,7,3,1/2/2005,1:03PM,Tennessee Titans,,Detroit Lions
200501020chi,17,Sun,2005-01-02,Packers,7,21,3,0,2005,Bears,7,0,7,0,1/2/2005,1:03PM,Green Bay Packers,@,Chicago Bears
200501020was,17,Sun,2005-01-02,Vikings,0,3,7,8,2005,Redskins,7,7,0,7,1/2/2005,1:04PM,Washington Redskins,,Minnesota Vikings
200501020phi,17,Sun,2005-01-02,Bengals,0,17,14,7,2005,Eagles,0,3,0,7,1/2/2005,1:05PM,Cincinnati Bengals,@,Philadelphia Eagles
200501020crd,17,Sun,2005-01-02,Buccaneers,0,0,7,0,2005,Cardinals,3,3,0,6,1/2/2005,4:06PM,Seattle Seahawks,,Atlanta Falcons
200501020sea,17,Sun,2005-01-02,Falcons,7,10,0,9,2005,Seahawks,7,7,7,7,1/2/2005,4:06PM,Arizona Cardinals,,Tampa Bay Buccaneers
200501020rai,17,Sun,2005-01-02,Jaguars,0,3,10,0,2005,Raiders,3,3,0,0,1/2/2005,4:15PM,Denver Broncos,,Indianapolis Colts
200501020sdg,17,Sun,2005-01-02,Chiefs,0,3,0,14,2005,Chargers,3,14,0,7,1/2/2005,4:15PM,Jacksonville Jaguars,@,Oakland Raiders
200501020den,17,Sun,2005-01-02,Colts,7,7,0,0,2005,Broncos,7,13,10,3,1/2/2005,4:15PM,San Diego Chargers,,Kansas City Chiefs
200501020nyg,17,Sun,2005-01-02,Cowboys,3,6,7,8,2005,Giants,0,7,0,21,1/2/2005,8:36PM,New York Giants,,Dallas Cowboys
200501080sea,100,Sat,2005-01-08,Rams,7,7,3,10,2005,Seahawks,3,7,3,7,1/8/2005,4:37PM,St. Louis Rams,@,Seattle Seahawks
200501080sdg,100,Sat,2005-01-08,Jets,0,7,10,0,2005,Chargers,0,7,0,10,1/8/2005,8:14PM,New York Jets,@,San Diego Chargers
200501090clt,100,Sun,2005-01-09,Broncos,0,3,14,7,2005,Colts,14,21,0,14,1/9/2005,1:07PM,Indianapolis Colts,,Denver Broncos
200501090gnb,100,Sun,2005-01-09,Vikings,17,7,0,7,2005,Packers,3,7,0,7,1/9/2005,4:39PM,Minnesota Vikings,@,Green Bay Packers
200501150pit,200,Sat,2005-01-15,Jets,0,10,7,0,2005,Steelers,10,0,0,7,1/15/2005,4:36PM,Pittsburgh Steelers,,New York Jets
200501150atl,200,Sat,2005-01-15,Rams,7,10,0,0,2005,Falcons,14,14,10,9,1/15/2005,8:22PM,Atlanta Falcons,,St. Louis Rams
200501160phi,200,Sun,2005-01-16,Vikings,0,7,0,7,2005,Eagles,7,14,0,6,1/16/2005,1:06PM,Philadelphia Eagles,,Minnesota Vikings
200501160nwe,200,Sun,2005-01-16,Colts,0,3,0,0,2005,Patriots,0,6,7,7,1/16/2005,4:45PM,New England Patriots,,Indianapolis Colts
200501230phi,300,Sun,2005-01-23,Falcons,0,10,0,0,2005,Eagles,7,7,6,7,1/23/2005,3:08PM,Philadelphia Eagles,,Atlanta Falcons
200501230pit,300,Sun,2005-01-23,Patriots,10,14,7,10,2005,Steelers,3,0,14,10,1/23/2005,6:36PM,New England Patriots,@,Pittsburgh Steelers
200502060nwe,400,Sun,2005-02-06,Eagles,0,7,7,7,2005,Patriots,0,7,7,10,2/6/2005,6:38PM,New England Patriots,N,Philadelphia Eagles
200509080nwe,1,Thu,2005-09-08,Raiders,7,7,0,6,2005,Patriots,10,7,6,7,9/8/2005,9:07PM,New England Patriots,,Oakland Raiders
200509110kan,1,Sun,2005-09-11,Jets,0,0,0,7,2005,Chiefs,14,3,3,7,9/11/2005,1:00PM,Kansas City Chiefs,,New York Jets
200509110buf,1,Sun,2005-09-11,Texans,0,7,0,0,2005,Bills,6,13,0,3,9/11/2005,1:05PM,Buffalo Bills,,Houston Texans
200509110pit,1,Sun,2005-09-11,Titans,7,0,0,0,2005,Steelers,7,13,14,0,9/11/2005,1:05PM,Tampa Bay Buccaneers,@,Minnesota Vikings
200509110min,1,Sun,2005-09-11,Buccaneers,0,17,0,7,2005,Vikings,7,0,3,3,9/11/2005,1:05PM,Pittsburgh Steelers,,Tennessee Titans
200509110was,1,Sun,2005-09-11,Bears,0,0,7,0,2005,Redskins,0,6,3,0,9/11/2005,1:06PM,New Orleans Saints,@,Carolina Panthers
200509110car,1,Sun,2005-09-11,Saints,7,7,3,6,2005,Panthers,7,0,7,6,9/11/2005,1:06PM,Washington Redskins,,Chicago Bears
200509110jax,1,Sun,2005-09-11,Seahawks,0,14,0,0,2005,Jaguars,6,7,7,6,9/11/2005,1:07PM,Miami Dolphins,,Denver Broncos
200509110mia,1,Sun,2005-09-11,Broncos,0,3,0,7,2005,Dolphins,3,3,7,21,9/11/2005,1:07PM,Jacksonville Jaguars,,Seattle Seahawks
200509110cle,1,Sun,2005-09-11,Bengals,0,17,10,0,2005,Browns,3,7,0,3,9/11/2005,1:07PM,Cincinnati Bengals,@,Cleveland Browns
200509110sfo,1,Sun,2005-09-11,Rams,3,6,3,13,2005,49ers,0,21,7,0,9/11/2005,4:15PM,Dallas Cowboys,@,San Diego Chargers
200509110sdg,1,Sun,2005-09-11,Cowboys,0,14,7,7,2005,Chargers,7,7,10,0,9/11/2005,4:15PM,San Francisco 49ers,,St. Louis Rams
200509110nyg,1,Sun,2005-09-11,Cardinals,0,13,6,0,2005,Giants,7,0,21,14,9/11/2005,4:18PM,New York Giants,,Arizona Cardinals
200509110det,1,Sun,2005-09-11,Packers,0,3,0,0,2005,Lions,7,0,3,7,9/11/2005,4:19PM,Detroit Lions,,Green Bay Packers
200509110rav,1,Sun,2005-09-11,Colts,0,3,14,7,2005,Ravens,0,0,0,7,9/11/2005,8:38PM,Indianapolis Colts,@,Baltimore Ravens
200509120atl,1,Mon,2005-09-12,Eagles,0,7,0,3,2005,Falcons,14,0,0,0,9/12/2005,9:05PM,Atlanta Falcons,,Philadelphia Eagles
200509180clt,2,Sun,2005-09-18,Jaguars,0,0,3,0,2005,Colts,0,0,0,10,9/18/2005,12:03PM,Indianapolis Colts,,Jacksonville Jaguars
200509180car,2,Sun,2005-09-18,Patriots,7,0,10,0,2005,Panthers,7,10,3,7,9/18/2005,1:02PM,Carolina Panthers,,New England Patriots
200509180htx,2,Sun,2005-09-18,Steelers,10,10,7,0,2005,Texans,0,0,7,0,9/18/2005,1:02PM,Chicago Bears,,Detroit Lions
200509180chi,2,Sun,2005-09-18,Lions,6,0,0,0,2005,Bears,10,21,0,7,9/18/2005,1:02PM,Pittsburgh Steelers,@,Houston Texans
200509180tam,2,Sun,2005-09-18,Bills,0,3,0,0,2005,Buccaneers,0,9,7,3,9/18/2005,1:02PM,Tampa Bay Buccaneers,,Buffalo Bills
200509180phi,2,Sun,2005-09-18,49ers,0,0,3,0,2005,Eagles,14,14,7,7,9/18/2005,1:03PM,Tennessee Titans,,Baltimore Ravens
200509180cin,2,Sun,2005-09-18,Vikings,0,0,0,8,2005,Bengals,14,13,7,3,9/18/2005,1:03PM,Cincinnati Bengals,,Minnesota Vikings
200509180oti,2,Sun,2005-09-18,Ravens,0,0,3,7,2005,Titans,7,6,3,9,9/18/2005,1:03PM,Philadelphia Eagles,,San Francisco 49ers
200509180crd,2,Sun,2005-09-18,Rams,7,3,7,0,2005,Cardinals,3,3,3,3,9/18/2005,4:05PM,St. Louis Rams,@,Arizona Cardinals
200509180sea,2,Sun,2005-09-18,Falcons,0,0,10,8,2005,Seahawks,0,21,0,0,9/18/2005,4:06PM,Seattle Seahawks,,Atlanta Falcons
200509180gnb,2,Sun,2005-09-18,Browns,7,6,6,7,2005,Packers,7,0,0,17,9/18/2005,4:15PM,Cleveland Browns,@,Green Bay Packers
200509180den,2,Sun,2005-09-18,Chargers,0,14,0,3,2005,Broncos,3,0,7,10,9/18/2005,4:15PM,Denver Broncos,,San Diego Chargers
200509180nyj,2,Sun,2005-09-18,Dolphins,0,0,0,7,2005,Jets,7,3,0,7,9/18/2005,4:16PM,New York Jets,,Miami Dolphins
200509180rai,2,Sun,2005-09-18,Chiefs,7,10,3,3,2005,Raiders,0,10,7,0,9/18/2005,8:30PM,Kansas City Chiefs,@,Oakland Raiders
200509190nor,2,Mon,2005-09-19,Giants,14,7,3,3,2005,Saints,0,10,0,0,9/19/2005,7:36PM,New York Giants,@,New Orleans Saints
200509190dal,2,Mon,2005-09-19,Redskins,0,0,0,14,2005,Cowboys,0,3,7,3,9/19/2005,9:07PM,Washington Redskins,@,Dallas Cowboys
200509250clt,3,Sun,2005-09-25,Browns,0,3,0,3,2005,Colts,7,3,3,0,9/25/2005,12:03PM,Indianapolis Colts,,Cleveland Browns
200509250min,3,Sun,2005-09-25,Saints,0,6,3,7,2005,Vikings,17,7,0,9,9/25/2005,1:00PM,Minnesota Vikings,,New Orleans Saints
200509250gnb,3,Sun,2005-09-25,Buccaneers,7,10,0,0,2005,Packers,6,7,0,3,9/25/2005,1:02PM,Atlanta Falcons,@,Buffalo Bills
200509250ram,3,Sun,2005-09-25,Titans,10,0,14,3,2005,Rams,0,17,7,7,9/25/2005,1:02PM,Tampa Bay Buccaneers,@,Green Bay Packers
200509250mia,3,Sun,2005-09-25,Panthers,3,14,0,7,2005,Dolphins,14,7,0,6,9/25/2005,1:02PM,St. Louis Rams,,Tennessee Titans
200509250buf,3,Sun,2005-09-25,Falcons,7,10,0,7,2005,Bills,3,10,3,0,9/25/2005,1:02PM,Miami Dolphins,,Carolina Panthers
200509250chi,3,Sun,2005-09-25,Bengals,10,0,7,7,2005,Bears,0,0,0,7,9/25/2005,1:02PM,Cincinnati Bengals,@,Chicago Bears
200509250nyj,3,Sun,2005-09-25,Jaguars,3,7,3,7,2005,Jets,0,7,7,6,9/25/2005,1:03PM,Philadelphia Eagles,,Oakland Raiders
200509250phi,3,Sun,2005-09-25,Raiders,7,3,0,10,2005,Eagles,0,6,14,3,9/25/2005,1:03PM,Jacksonville Jaguars,@,New York Jets
200509250sfo,3,Sun,2005-09-25,Cowboys,0,12,7,15,2005,49ers,7,17,7,0,9/25/2005,4:05PM,Dallas Cowboys,@,San Francisco 49ers
200509250sea,3,Sun,2005-09-25,Cardinals,3,6,3,0,2005,Seahawks,7,3,14,13,9/25/2005,4:06PM,Seattle Seahawks,,Arizona Cardinals
200509250pit,3,Sun,2005-09-25,Patriots,7,0,3,13,2005,Steelers,10,0,3,7,9/25/2005,4:15PM,New England Patriots,@,Pittsburgh Steelers
200509250sdg,3,Sun,2005-09-25,Giants,3,17,0,3,2005,Chargers,7,14,14,10,9/25/2005,8:30PM,San Diego Chargers,,New York Giants
200509260den,3,Mon,2005-09-26,Chiefs,0,3,0,7,2005,Broncos,17,3,7,3,9/26/2005,9:07PM,Denver Broncos,,Kansas City Chiefs
200510020tam,4,Sun,2005-10-02,Lions,0,10,0,3,2005,Buccaneers,3,7,7,0,10/2/2005,1:02PM,Tampa Bay Buccaneers,,Detroit Lions
200510020jax,4,Sun,2005-10-02,Broncos,0,14,0,6,2005,Jaguars,0,0,7,0,10/2/2005,1:02PM,San Diego Chargers,@,New England Patriots
200510020oti,4,Sun,2005-10-02,Colts,7,10,7,7,2005,Titans,3,0,0,7,10/2/2005,1:02PM,Denver Broncos,@,Jacksonville Jaguars
200510020cin,4,Sun,2005-10-02,Texans,0,3,7,0,2005,Bengals,3,7,0,6,10/2/2005,1:02PM,Cincinnati Bengals,,Houston Texans
200510020nwe,4,Sun,2005-10-02,Chargers,3,14,14,10,2005,Patriots,7,10,0,0,10/2/2005,1:02PM,Indianapolis Colts,@,Tennessee Titans
200510020nor,4,Sun,2005-10-02,Bills,7,0,0,0,2005,Saints,0,13,0,6,10/2/2005,1:03PM,New Orleans Saints,,Buffalo Bills
200510020nyg,4,Sun,2005-10-02,Rams,7,10,0,7,2005,Giants,17,10,7,10,10/2/2005,1:03PM,New York Giants,,St. Louis Rams
200510020was,4,Sun,2005-10-02,Seahawks,3,0,7,7,2005,Redskins,0,7,10,0,10/2/2005,1:03PM,Washington Redskins,,Seattle Seahawks
200510020rav,4,Sun,2005-10-02,Jets,0,0,3,0,2005,Ravens,3,3,7,0,10/2/2005,4:05PM,Baltimore Ravens,,New York Jets
200510020kan,4,Sun,2005-10-02,Eagles,0,13,11,13,2005,Chiefs,10,14,0,7,10/2/2005,4:15PM,Oakland Raiders,,Dallas Cowboys
200510020rai,4,Sun,2005-10-02,Cowboys,0,3,3,7,2005,Raiders,10,0,3,6,10/2/2005,4:15PM,Philadelphia Eagles,@,Kansas City Chiefs
200510020atl,4,Sun,2005-10-02,Vikings,0,0,0,10,2005,Falcons,7,17,3,3,10/2/2005,4:17PM,Atlanta Falcons,,Minnesota Vikings
200510020crd,4,Sun,2005-10-02,49ers,14,0,0,0,2005,Cardinals,0,12,6,13,10/2/2005,8:36PM,Arizona Cardinals,,San Francisco 49ers
200510030car,4,Mon,2005-10-03,Packers,7,0,6,16,2005,Panthers,7,16,3,6,10/3/2005,9:07PM,Carolina Panthers,,Green Bay Packers
200510090det,5,Sun,2005-10-09,Ravens,0,10,0,7,2005,Lions,14,0,7,14,10/9/2005,1:02PM,Detroit Lions,,Baltimore Ravens
200510090htx,5,Sun,2005-10-09,Titans,7,3,14,10,2005,Texans,0,6,3,11,10/9/2005,1:02PM,Tennessee Titans,@,Houston Texans
200510090gnb,5,Sun,2005-10-09,Saints,3,0,0,0,2005,Packers,14,21,10,7,10/9/2005,1:02PM,Seattle Seahawks,@,St. Louis Rams
200510090buf,5,Sun,2005-10-09,Dolphins,0,0,7,7,2005,Bills,10,7,0,3,10/9/2005,1:02PM,Buffalo Bills,,Miami Dolphins
200510090ram,5,Sun,2005-10-09,Seahawks,14,10,10,3,2005,Rams,7,14,7,3,10/9/2005,1:02PM,Green Bay Packers,,New Orleans Saints
200510090cle,5,Sun,2005-10-09,Bears,0,3,7,0,2005,Browns,3,3,0,14,10/9/2005,1:03PM,Cleveland Browns,,Chicago Bears
200510090nyj,5,Sun,2005-10-09,Buccaneers,3,6,0,3,2005,Jets,0,7,7,0,10/9/2005,1:03PM,New York Jets,,Tampa Bay Buccaneers
200510090atl,5,Sun,2005-10-09,Patriots,14,0,14,3,2005,Falcons,0,13,0,15,10/9/2005,1:05PM,New England Patriots,@,Atlanta Falcons
200510090sfo,5,Sun,2005-10-09,Colts,7,7,0,14,2005,49ers,0,0,3,0,10/9/2005,4:05PM,Indianapolis Colts,@,San Francisco 49ers
200510090den,5,Sun,2005-10-09,Redskins,7,3,0,9,2005,Broncos,7,7,7,0,10/9/2005,4:15PM,Dallas Cowboys,,Philadelphia Eagles
200510090dal,5,Sun,2005-10-09,Eagles,0,3,7,0,2005,Cowboys,17,10,3,3,10/9/2005,4:15PM,Denver Broncos,,Washington Redskins
200510090crd,5,Sun,2005-10-09,Panthers,3,7,0,14,2005,Cardinals,0,17,3,0,10/9/2005,4:15PM,Carolina Panthers,@,Arizona Cardinals
200510090jax,5,Sun,2005-10-09,Bengals,0,7,6,7,2005,Jaguars,10,3,7,3,10/9/2005,8:36PM,Jacksonville Jaguars,,Cincinnati Bengals
200510100sdg,5,Mon,2005-10-10,Steelers,0,14,0,10,2005,Chargers,0,7,6,9,10/10/2005,9:00PM,Pittsburgh Steelers,@,San Diego Chargers
200510160kan,6,Sun,2005-10-16,Redskins,0,7,14,0,2005,Chiefs,3,3,15,7,10/16/2005,1:00PM,Kansas City Chiefs,,Washington Redskins
200510160rav,6,Sun,2005-10-16,Browns,0,0,3,0,2005,Ravens,10,6,0,0,10/16/2005,1:02PM,Baltimore Ravens,,Cleveland Browns
200510160tam,6,Sun,2005-10-16,Dolphins,3,0,3,7,2005,Buccaneers,10,0,17,0,10/16/2005,1:02PM,Tampa Bay Buccaneers,,Miami Dolphins
200510160det,6,Sun,2005-10-16,Panthers,7,7,0,7,2005,Lions,0,14,3,3,10/16/2005,1:02PM,Carolina Panthers,@,Detroit Lions
200510160pit,6,Sun,2005-10-16,Jaguars,7,3,7,0,2005,Steelers,0,14,0,3,10/16/2005,1:02PM,Jacksonville Jaguars,@,Pittsburgh Steelers
200510160dal,6,Sun,2005-10-16,Giants,3,3,0,7,2005,Cowboys,0,7,0,6,10/16/2005,1:02PM,Dallas Cowboys,,New York Giants
200510160chi,6,Sun,2005-10-16,Vikings,0,3,0,0,2005,Bears,0,7,7,14,10/16/2005,1:03PM,Chicago Bears,,Minnesota Vikings
200510160oti,6,Sun,2005-10-16,Bengals,0,7,10,14,2005,Titans,0,10,7,6,10/16/2005,1:03PM,Atlanta Falcons,@,New Orleans Saints
200510160nor,6,Sun,2005-10-16,Falcons,3,14,0,17,2005,Saints,7,3,7,14,10/16/2005,1:03PM,Cincinnati Bengals,@,Tennessee Titans
200510160rai,6,Sun,2005-10-16,Chargers,14,10,3,0,2005,Raiders,7,0,7,0,10/16/2005,4:15PM,San Diego Chargers,@,Oakland Raiders
200510160buf,6,Sun,2005-10-16,Jets,0,10,7,0,2005,Bills,7,10,7,3,10/16/2005,4:15PM,Buffalo Bills,,New York Jets
200510160den,6,Sun,2005-10-16,Patriots,3,0,3,14,2005,Broncos,0,21,7,0,10/16/2005,4:16PM,Denver Broncos,,New England Patriots
200510160sea,6,Sun,2005-10-16,Texans,0,3,7,0,2005,Seahawks,14,7,7,14,10/16/2005,8:38PM,Seattle Seahawks,,Houston Texans
200510170clt,6,Mon,2005-10-17,Rams,17,3,0,8,2005,Colts,0,14,10,21,10/17/2005,8:08PM,Indianapolis Colts,,St. Louis Rams
200510210mia,7,Fri,2005-10-21,Chiefs,7,7,10,6,2005,Dolphins,0,6,7,7,10/21/2005,7:05PM,Kansas City Chiefs,@,Miami Dolphins
200510230min,7,Sun,2005-10-23,Packers,0,17,0,3,2005,Vikings,0,0,10,13,10/23/2005,1:00PM,Minnesota Vikings,,Green Bay Packers
200510230phi,7,Sun,2005-10-23,Chargers,0,0,7,10,2005,Eagles,0,7,3,10,10/23/2005,1:02PM,Philadelphia Eagles,,San Diego Chargers
200510230cin,7,Sun,2005-10-23,Steelers,0,7,17,3,2005,Bengals,3,3,0,7,10/23/2005,1:02PM,Pittsburgh Steelers,@,Cincinnati Bengals
200510230ram,7,Sun,2005-10-23,Saints,14,0,0,3,2005,Rams,0,7,0,21,10/23/2005,1:02PM,St. Louis Rams,,New Orleans Saints
200510230was,7,Sun,2005-10-23,49ers,7,0,0,10,2005,Redskins,14,21,10,7,10/23/2005,1:03PM,Washington Redskins,,San Francisco 49ers
200510230htx,7,Sun,2005-10-23,Colts,7,7,10,14,2005,Texans,0,14,0,6,10/23/2005,1:03PM,Indianapolis Colts,@,Houston Texans
200510230cle,7,Sun,2005-10-23,Lions,0,7,3,3,2005,Browns,3,7,0,0,10/23/2005,1:04PM,Detroit Lions,@,Cleveland Browns
200510230sea,7,Sun,2005-10-23,Cowboys,7,0,0,3,2005,Seahawks,0,3,0,10,10/23/2005,4:06PM,Seattle Seahawks,,Dallas Cowboys
200510230crd,7,Sun,2005-10-23,Titans,10,0,0,0,2005,Cardinals,0,10,3,7,10/23/2005,4:15PM,Arizona Cardinals,,Tennessee Titans
200510230chi,7,Sun,2005-10-23,Ravens,0,6,0,0,2005,Bears,7,0,3,0,10/23/2005,4:15PM,Chicago Bears,,Baltimore Ravens
200510230rai,7,Sun,2005-10-23,Bills,7,3,0,7,2005,Raiders,0,17,7,14,10/23/2005,4:15PM,New York Giants,,Denver Broncos
200510230nyg,7,Sun,2005-10-23,Broncos,6,7,7,3,2005,Giants,7,3,0,14,10/23/2005,4:15PM,Oakland Raiders,,Buffalo Bills
200510240atl,7,Mon,2005-10-24,Jets,0,7,0,7,2005,Falcons,10,10,7,0,10/24/2005,9:07PM,Atlanta Falcons,,New York Jets
200510300car,8,Sun,2005-10-30,Vikings,0,0,7,6,2005,Panthers,7,17,7,7,10/30/2005,1:02PM,Houston Texans,,Cleveland Browns
200510300htx,8,Sun,2005-10-30,Browns,10,3,0,3,2005,Texans,7,3,3,6,10/30/2005,1:02PM,Dallas Cowboys,,Arizona Cardinals
200510300dal,8,Sun,2005-10-30,Cardinals,3,7,3,0,2005,Cowboys,10,14,3,7,10/30/2005,1:02PM,Carolina Panthers,,Minnesota Vikings
200510300ram,8,Sun,2005-10-30,Jaguars,7,7,7,0,2005,Rams,14,3,0,7,10/30/2005,1:02PM,St. Louis Rams,,Jacksonville Jaguars
200510300oti,8,Sun,2005-10-30,Raiders,17,7,3,7,2005,Titans,0,22,0,3,10/30/2005,1:02PM,Oakland Raiders,@,Tennessee Titans
200510300cin,8,Sun,2005-10-30,Packers,0,7,0,7,2005,Bengals,7,7,0,7,10/30/2005,1:02PM,Cincinnati Bengals,,Green Bay Packers
200510300det,8,Sun,2005-10-30,Bears,0,13,0,0,2005,Lions,3,0,7,3,10/30/2005,1:04PM,Chicago Bears,@,Detroit Lions
200510300nyg,8,Sun,2005-10-30,Redskins,0,0,0,0,2005,Giants,6,13,17,0,10/30/2005,1:06PM,New York Giants,,Washington Redskins
200510300sdg,8,Sun,2005-10-30,Chiefs,0,3,7,10,2005,Chargers,7,14,0,7,10/30/2005,4:05PM,San Diego Chargers,,Kansas City Chiefs
200510300nor,8,Sun,2005-10-30,Dolphins,3,6,2,10,2005,Saints,3,0,3,0,10/30/2005,4:05PM,Miami Dolphins,@,New Orleans Saints
200510300sfo,8,Sun,2005-10-30,Buccaneers,0,3,0,7,2005,49ers,0,6,6,3,10/30/2005,4:15PM,San Francisco 49ers,,Tampa Bay Buccaneers
200510300den,8,Sun,2005-10-30,Eagles,0,7,14,0,2005,Broncos,14,14,0,21,10/30/2005,4:15PM,Denver Broncos,,Philadelphia Eagles
200510300nwe,8,Sun,2005-10-30,Bills,0,3,7,6,2005,Patriots,0,0,7,14,10/30/2005,8:37PM,New England Patriots,,Buffalo Bills
200510310pit,8,Mon,2005-10-31,Ravens,7,3,0,9,2005,Steelers,7,3,7,3,10/31/2005,9:07PM,Pittsburgh Steelers,,Baltimore Ravens
200511060kan,9,Sun,2005-11-06,Raiders,3,6,0,14,2005,Chiefs,0,6,7,14,11/6/2005,1:00PM,Kansas City Chiefs,,Oakland Raiders
200511060jax,9,Sun,2005-11-06,Texans,0,7,7,0,2005,Jaguars,0,0,7,14,11/6/2005,1:01PM,Jacksonville Jaguars,,Houston Texans
200511060nyj,9,Sun,2005-11-06,Chargers,14,7,7,3,2005,Jets,0,10,3,13,11/6/2005,1:02PM,Carolina Panthers,@,Tampa Bay Buccaneers
200511060tam,9,Sun,2005-11-06,Panthers,10,7,10,7,2005,Buccaneers,0,7,0,7,11/6/2005,1:02PM,San Diego Chargers,@,New York Jets
200511060rav,9,Sun,2005-11-06,Bengals,0,14,0,7,2005,Ravens,3,3,0,3,11/6/2005,1:02PM,Cincinnati Bengals,@,Baltimore Ravens
200511060mia,9,Sun,2005-11-06,Falcons,7,7,3,0,2005,Dolphins,0,10,0,0,11/6/2005,1:03PM,Atlanta Falcons,@,Miami Dolphins
200511060cle,9,Sun,2005-11-06,Titans,0,7,0,7,2005,Browns,7,0,10,3,11/6/2005,1:03PM,Cleveland Browns,,Tennessee Titans
200511060min,9,Sun,2005-11-06,Lions,0,7,0,7,2005,Vikings,3,21,0,3,11/6/2005,1:05PM,Minnesota Vikings,,Detroit Lions
200511060crd,9,Sun,2005-11-06,Seahawks,3,14,10,6,2005,Cardinals,3,3,10,3,11/6/2005,4:05PM,Seattle Seahawks,@,Arizona Cardinals
200511060nor,9,Sun,2005-11-06,Bears,7,3,7,3,2005,Saints,3,7,0,7,11/6/2005,4:05PM,Chicago Bears,@,New Orleans Saints
200511060sfo,9,Sun,2005-11-06,Giants,3,7,0,14,2005,49ers,0,0,6,0,11/6/2005,4:06PM,New York Giants,@,San Francisco 49ers
200511060gnb,9,Sun,2005-11-06,Steelers,6,7,0,7,2005,Packers,3,0,7,0,11/6/2005,4:15PM,Pittsburgh Steelers,@,Green Bay Packers
200511060was,9,Sun,2005-11-06,Eagles,7,0,3,0,2005,Redskins,0,10,7,0,11/6/2005,8:37PM,Washington Redskins,,Philadelphia Eagles
200511070nwe,9,Mon,2005-11-07,Colts,7,14,10,9,2005,Patriots,7,0,7,7,11/7/2005,9:08PM,Indianapolis Colts,@,New England Patriots
200511130jax,10,Sun,2005-11-13,Ravens,3,0,0,0,2005,Jaguars,0,10,7,13,11/13/2005,1:01PM,Jacksonville Jaguars,,Baltimore Ravens
200511130buf,10,Sun,2005-11-13,Chiefs,3,0,0,0,2005,Bills,0,7,7,0,11/13/2005,1:02PM,Buffalo Bills,,Kansas City Chiefs
200511130clt,10,Sun,2005-11-13,Texans,0,7,10,0,2005,Colts,7,14,7,3,11/13/2005,1:03PM,New England Patriots,@,Miami Dolphins
