,GameID,Week,Day,DateStamp,Vteam,VQ1,VQ2,VQ3,VQ4,Year,Hteam,HQ1,HQ2,HQ3,HQ4,Date,Time,RQ1,RQ2,RQ3,RQ4,Win,Winner
1458,200511130atl,10,Sun,2005-11-13,Packers,14,3,6,10,2005,Falcons,0,14,0,11,11/13/2005,4:15PM,VV,HH,V,H,8,VW
1459,200511130tam,10,Sun,2005-11-13,Redskins,3,10,15,7,2005,Buccaneers,7,14,7,8,11/13/2005,4:15PM,H,H,VV,H,-1,HW
1460,200511130sea,10,Sun,2005-11-13,Rams,3,0,6,7,2005,Seahawks,0,10,14,7,11/13/2005,4:16PM,V,HH,HH,T,-15,HW
1461,200511130pit,10,Sun,2005-11-13,Browns,7,0,0,14,2005,Steelers,0,17,7,10,11/13/2005,8:36PM,V,HHH,H,V,-13,HW
1462,200511140phi,10,Mon,2005-11-14,Cowboys,7,0,0,14,2005,Eagles,7,7,3,3,11/14/2005,9:08PM,T,H,H,VV,1,VW
1463,200511200nwe,11,Sun,2005-11-20,Saints,0,7,0,10,2005,Patriots,7,7,7,3,11/20/2005,1:02PM,H,T,H,V,-7,HW
1464,200511200chi,11,Sun,2005-11-20,Panthers,0,0,0,3,2005,Bears,10,3,0,0,11/20/2005,1:02PM,HH,H,T,V,-10,HW
1465,200511200oti,11,Sun,2005-11-20,Jaguars,0,7,14,10,2005,Titans,0,14,7,7,11/20/2005,1:02PM,T,H,V,V,3,VW
1466,200511200dal,11,Sun,2005-11-20,Lions,0,7,0,0,2005,Cowboys,7,6,7,0,11/20/2005,1:02PM,H,V,H,T,-13,HW
1467,200511200ram,11,Sun,2005-11-20,Cardinals,3,10,3,22,2005,Rams,3,7,7,11,11/20/2005,1:02PM,T,V,H,VV,10,VW
1468,200511200was,11,Sun,2005-11-20,Raiders,3,0,7,6,2005,Redskins,7,6,0,0,11/20/2005,1:02PM,H,H,V,V,3,VW
1469,200511200rav,11,Sun,2005-11-20,Steelers,0,6,0,7,2005,Ravens,0,13,0,0,11/20/2005,1:02PM,T,H,T,V,0,T
1470,200511200cle,11,Sun,2005-11-20,Dolphins,0,0,0,0,2005,Browns,9,3,10,0,11/20/2005,1:03PM,HH,H,HH,T,-22,HW
1471,200511200nyg,11,Sun,2005-11-20,Eagles,0,0,10,7,2005,Giants,0,10,3,14,11/20/2005,1:04PM,T,HH,V,H,-10,HW
1472,200511200atl,11,Sun,2005-11-20,Buccaneers,10,3,7,10,2005,Falcons,0,10,7,10,11/20/2005,1:05PM,VV,H,T,T,3,VW
1473,200511200sfo,11,Sun,2005-11-20,Seahawks,3,14,10,0,2005,49ers,3,6,3,13,11/20/2005,4:05PM,T,VV,V,HH,2,VW
1474,200511200cin,11,Sun,2005-11-20,Colts,14,21,7,3,2005,Bengals,10,17,7,3,11/20/2005,4:15PM,V,V,T,T,8,VW
1475,200511200den,11,Sun,2005-11-20,Jets,0,0,0,0,2005,Broncos,7,10,0,10,11/20/2005,4:15PM,H,HH,T,HH,-27,HW
1476,200511200sdg,11,Sun,2005-11-20,Bills,3,7,0,0,2005,Chargers,14,21,3,10,11/20/2005,4:15PM,HH,HH,H,HH,-38,HW
1477,200511200htx,11,Sun,2005-11-20,Chiefs,10,21,0,14,2005,Texans,7,0,10,0,11/20/2005,8:37PM,V,VVV,HH,VV,28,VW
1478,200511210gnb,11,Mon,2005-11-21,Vikings,0,7,7,6,2005,Packers,7,7,0,3,11/21/2005,9:07PM,H,T,V,V,3,VW
1479,200511240det,12,Thu,2005-11-24,Falcons,10,7,10,0,2005,Lions,0,0,0,7,11/24/2005,12:40PM,VV,V,VV,H,20,VW
1480,200511240dal,12,Thu,2005-11-24,Broncos,7,7,7,0,2005,Cowboys,7,7,0,7,11/24/2005,4:17PM,T,T,V,H,0,T
1481,200511270kan,12,Sun,2005-11-27,Patriots,0,3,7,6,2005,Chiefs,7,12,7,0,11/27/2005,1:00PM,H,HH,T,V,-10,HW
1482,200511270buf,12,Sun,2005-11-27,Panthers,0,3,3,7,2005,Bills,0,6,0,3,11/27/2005,1:02PM,T,H,V,V,4,VW
1483,200511270was,12,Sun,2005-11-27,Chargers,0,7,0,10,2005,Redskins,3,7,7,0,11/27/2005,1:02PM,H,T,H,VV,0,T
1484,200511270min,12,Sun,2005-11-27,Browns,0,3,3,6,2005,Vikings,3,7,7,7,11/27/2005,1:02PM,H,H,H,H,-12,HW
1485,200511270tam,12,Sun,2005-11-27,Bears,7,3,3,0,2005,Buccaneers,3,0,0,7,11/27/2005,1:02PM,V,V,V,H,3,VW
1486,200511270htx,12,Sun,2005-11-27,Rams,0,3,7,17,2005,Texans,7,17,0,3,11/27/2005,1:03PM,H,HH,V,VV,0,T
1487,200511270oti,12,Sun,2005-11-27,49ers,0,14,0,8,2005,Titans,3,6,21,3,11/27/2005,1:03PM,H,VV,HHH,V,-11,HW
1488,200511270cin,12,Sun,2005-11-27,Ravens,0,0,14,15,2005,Bengals,3,14,17,8,11/27/2005,1:03PM,H,HH,H,V,-13,HW
1489,200511270rai,12,Sun,2005-11-27,Dolphins,7,7,9,10,2005,Raiders,0,7,7,7,11/27/2005,4:05PM,V,T,V,V,12,VW
1490,200511270crd,12,Sun,2005-11-27,Jaguars,7,3,7,7,2005,Cardinals,0,0,3,14,11/27/2005,4:06PM,V,V,V,H,7,VW
1491,200511270phi,12,Sun,2005-11-27,Packers,7,7,0,0,2005,Eagles,10,0,3,6,11/27/2005,4:16PM,H,V,H,H,-5,HW
1492,200511270sea,12,Sun,2005-11-27,Giants,0,10,3,8,2005,Seahawks,7,0,7,7,11/27/2005,4:16PM,H,VV,H,V,0,T
1493,200511270nyj,12,Sun,2005-11-27,Saints,0,14,0,7,2005,Jets,3,6,7,3,11/27/2005,8:37PM,H,VV,H,V,2,VW
1494,200511280clt,12,Mon,2005-11-28,Steelers,7,0,0,0,2005,Colts,10,6,7,3,11/28/2005,9:08PM,H,H,H,H,-19,HW
1495,200512040pit,13,Sun,2005-12-04,Bengals,7,14,10,7,2005,Steelers,14,3,7,7,12/4/2005,1:02PM,H,VV,V,T,7,VW
1496,200512040clt,13,Sun,2005-12-04,Titans,0,3,0,0,2005,Colts,7,7,14,7,12/4/2005,1:02PM,H,H,HH,H,-32,HW
1497,200512040det,13,Sun,2005-12-04,Vikings,7,7,7,0,2005,Lions,3,3,3,7,12/4/2005,1:02PM,V,V,V,H,5,VW
1498,200512040rav,13,Sun,2005-12-04,Texans,3,3,0,9,2005,Ravens,0,7,0,9,12/4/2005,1:02PM,V,H,T,T,-1,HW
1499,200512040cle,13,Sun,2005-12-04,Jaguars,3,0,17,0,2005,Browns,0,14,0,0,12/4/2005,1:03PM,V,HH,VVV,T,6,VW
1500,200512040nyg,13,Sun,2005-12-04,Cowboys,0,0,10,0,2005,Giants,0,10,7,0,12/4/2005,1:03PM,T,HH,V,T,-7,HW
1501,200512040car,13,Sun,2005-12-04,Falcons,3,3,0,0,2005,Panthers,7,7,0,10,12/4/2005,1:03PM,H,H,T,HH,-18,HW
1502,200512040mia,13,Sun,2005-12-04,Bills,21,0,2,0,2005,Dolphins,0,3,0,21,12/4/2005,1:03PM,VVV,H,V,HHH,-1,HW
1503,200512040chi,13,Sun,2005-12-04,Packers,0,7,0,0,2005,Bears,0,9,0,10,12/4/2005,1:05PM,T,H,T,HH,-12,HW
1504,200512040nor,13,Sun,2005-12-04,Buccaneers,0,7,0,3,2005,Saints,0,3,0,0,12/4/2005,1:05PM,T,V,T,V,7,VW
1505,200512040ram,13,Sun,2005-12-04,Redskins,7,3,0,14,2005,Rams,0,7,0,2,12/4/2005,4:05PM,V,H,T,VV,15,VW
1506,200512040sfo,13,Sun,2005-12-04,Cardinals,3,0,6,8,2005,49ers,0,7,3,0,12/4/2005,4:05PM,V,H,V,VV,7,VW
1507,200512040kan,13,Sun,2005-12-04,Broncos,7,14,3,3,2005,Chiefs,7,14,3,7,12/4/2005,4:15PM,T,T,T,H,-4,HW
1508,200512040nwe,13,Sun,2005-12-04,Jets,0,3,0,0,2005,Patriots,0,6,7,3,12/4/2005,4:15PM,T,H,H,H,-13,HW
1509,200512040sdg,13,Sun,2005-12-04,Raiders,3,7,0,0,2005,Chargers,3,14,7,10,12/4/2005,8:35PM,T,H,H,HH,-24,HW
1510,200512050phi,13,Mon,2005-12-05,Seahawks,14,21,7,0,2005,Eagles,0,0,0,0,12/5/2005,9:07PM,VV,VVV,V,T,42,VW
1511,200512110jax,14,Sun,2005-12-11,Colts,7,10,6,3,2005,Jaguars,0,3,0,15,12/11/2005,1:01PM,V,V,V,HH,8,VW
1512,200512110nyj,14,Sun,2005-12-11,Raiders,0,3,0,7,2005,Jets,3,3,6,14,12/11/2005,1:02PM,H,T,H,H,-16,HW
1513,200512110pit,14,Sun,2005-12-11,Bears,3,0,0,6,2005,Steelers,7,7,7,0,12/11/2005,1:02PM,H,H,H,V,-12,HW
1514,200512110buf,14,Sun,2005-12-11,Patriots,7,7,7,14,2005,Bills,0,0,0,7,12/11/2005,1:02PM,V,V,V,V,28,VW
1515,200512110oti,14,Sun,2005-12-11,Texans,3,7,0,0,2005,Titans,0,3,7,3,12/11/2005,1:03PM,V,V,H,H,-3,HW
1516,200512110cin,14,Sun,2005-12-11,Browns,7,7,3,3,2005,Bengals,7,6,7,3,12/11/2005,1:03PM,T,V,H,T,-3,HW
1517,200512110car,14,Sun,2005-12-11,Buccaneers,7,3,3,7,2005,Panthers,0,0,3,7,12/11/2005,1:03PM,V,V,T,T,10,VW
1518,200512110min,14,Sun,2005-12-11,Rams,0,6,7,0,2005,Vikings,7,6,14,0,12/11/2005,1:05PM,H,T,H,T,-14,HW
1519,200512110crd,14,Sun,2005-12-11,Redskins,0,3,14,0,2005,Cardinals,0,10,3,0,12/11/2005,4:05PM,T,H,VV,T,4,VW
1520,200512110phi,14,Sun,2005-12-11,Giants,7,10,3,3,2005,Eagles,7,10,0,6,12/11/2005,4:05PM,T,T,V,H,0,T
1521,200512110sea,14,Sun,2005-12-11,49ers,3,0,0,0,2005,Seahawks,7,17,14,3,12/11/2005,4:06PM,H,HHH,HH,H,-38,HW
1522,200512110den,14,Sun,2005-12-11,Ravens,3,0,0,7,2005,Broncos,3,3,6,0,12/11/2005,4:15PM,T,H,H,V,-2,HW
1523,200512110dal,14,Sun,2005-12-11,Chiefs,7,7,7,7,2005,Cowboys,0,17,0,14,12/11/2005,4:15PM,V,HH,V,H,-3,HW
1524,200512110sdg,14,Sun,2005-12-11,Dolphins,0,3,17,3,2005,Chargers,7,0,0,14,12/11/2005,4:15PM,H,V,VVV,HH,2,VW
1525,200512110gnb,14,Sun,2005-12-11,Lions,13,0,0,0,2005,Packers,3,7,0,3,12/11/2005,8:36PM,VV,H,T,H,0,T
1526,200512120atl,14,Mon,2005-12-12,Saints,3,14,0,0,2005,Falcons,7,14,9,6,12/12/2005,9:05PM,H,T,HH,H,-19,HW
1527,200512170nwe,15,Sat,2005-12-17,Buccaneers,0,0,0,0,2005,Patriots,7,14,0,7,12/17/2005,1:33PM,H,HH,T,H,-28,HW
1528,200512170nyg,15,Sat,2005-12-17,Chiefs,0,3,7,7,2005,Giants,0,10,3,14,12/17/2005,5:11PM,T,H,V,H,-10,HW
1529,200512170buf,15,Sat,2005-12-17,Broncos,0,7,14,7,2005,Bills,7,0,3,7,12/17/2005,8:36PM,H,V,VV,T,11,VW
1530,200512180clt,15,Sun,2005-12-18,Chargers,10,3,3,10,2005,Colts,0,0,17,0,12/18/2005,1:02PM,VV,V,HH,VV,9,VW
1531,200512180ram,15,Sun,2005-12-18,Eagles,7,0,3,7,2005,Rams,3,10,3,0,12/18/2005,1:02PM,V,HH,T,V,1,VW
1532,200512180jax,15,Sun,2005-12-18,49ers,3,3,0,3,2005,Jaguars,0,7,0,3,12/18/2005,1:02PM,V,H,T,T,-1,HW
1533,200512180htx,15,Sun,2005-12-18,Cardinals,3,7,0,9,2005,Texans,0,24,3,3,12/18/2005,1:02PM,V,HHH,H,V,-11,HW
1534,200512180oti,15,Sun,2005-12-18,Seahawks,14,0,7,7,2005,Titans,0,14,10,0,12/18/2005,1:03PM,VV,HH,H,V,4,VW
1535,200512180mia,15,Sun,2005-12-18,Jets,0,10,7,3,2005,Dolphins,7,3,0,14,12/18/2005,1:03PM,H,V,V,HH,-4,HW
1536,200512180nor,15,Sun,2005-12-18,Panthers,7,10,7,3,2005,Saints,7,0,0,3,12/18/2005,1:03PM,T,VV,V,T,17,VW
1537,200512180min,15,Sun,2005-12-18,Steelers,3,7,6,2,2005,Vikings,3,0,0,0,12/18/2005,1:05PM,T,V,V,V,15,VW
1538,200512180rai,15,Sun,2005-12-18,Browns,0,3,3,3,2005,Raiders,0,7,0,0,12/18/2005,4:05PM,T,H,V,V,2,VW
1539,200512180det,15,Sun,2005-12-18,Bengals,17,7,7,10,2005,Lions,0,7,3,7,12/18/2005,4:05PM,VVV,T,V,V,24,VW
1540,200512180was,15,Sun,2005-12-18,Cowboys,0,0,0,7,2005,Redskins,7,21,7,0,12/18/2005,4:16PM,H,HHH,H,V,-28,HW
1541,200512180chi,15,Sun,2005-12-18,Falcons,0,3,0,0,2005,Bears,0,6,10,0,12/18/2005,8:37PM,T,H,HH,T,-13,HW
1542,200512190rav,15,Mon,2005-12-19,Packers,3,0,0,0,2005,Ravens,14,10,10,14,12/19/2005,9:07PM,HH,HH,HH,HH,-45,HW
1543,200512240kan,16,Sat,2005-12-24,Chargers,7,0,0,0,2005,Chiefs,7,13,0,0,12/24/2005,1:00PM,T,HH,T,T,-13,HW
1544,200512240tam,16,Sat,2005-12-24,Falcons,7,10,0,7,2005,Buccaneers,7,7,0,10,12/24/2005,1:02PM,T,V,T,H,0,T
1545,200512240ram,16,Sat,2005-12-24,49ers,7,10,0,7,2005,Rams,3,17,0,0,12/24/2005,1:02PM,V,H,T,V,4,VW
1546,200512240car,16,Sat,2005-12-24,Cowboys,7,3,7,7,2005,Panthers,10,3,0,7,12/24/2005,1:03PM,H,T,V,T,4,VW
1547,200512240cin,16,Sat,2005-12-24,Bills,6,7,7,17,2005,Bengals,0,14,10,3,12/24/2005,1:03PM,V,H,H,VV,10,VW
1548,200512240mia,16,Sat,2005-12-24,Titans,3,0,0,7,2005,Dolphins,0,17,0,7,12/24/2005,1:03PM,V,HHH,T,T,-14,HW
1549,200512240htx,16,Sat,2005-12-24,Jaguars,7,3,7,21,2005,Texans,3,10,0,7,12/24/2005,1:03PM,V,H,V,VV,18,VW
1550,200512240cle,16,Sat,2005-12-24,Steelers,14,6,14,7,2005,Browns,0,0,0,0,12/24/2005,1:03PM,VV,V,VV,V,41,VW
1551,200512240was,16,Sat,2005-12-24,Giants,10,7,3,0,2005,Redskins,14,7,7,7,12/24/2005,1:03PM,H,T,H,H,-15,HW
1552,200512240nor,16,Sat,2005-12-24,Lions,0,7,0,6,2005,Saints,0,3,6,3,12/24/2005,1:06PM,T,V,H,V,1,VW
1553,200512240crd,16,Sat,2005-12-24,Eagles,0,7,0,14,2005,Cardinals,6,7,7,7,12/24/2005,4:05PM,H,T,H,V,-6,HW
1554,200512240den,16,Sat,2005-12-24,Raiders,0,0,0,3,2005,Broncos,10,6,6,0,12/24/2005,4:15PM,HH,H,H,V,-19,HW
1555,200512240sea,16,Sat,2005-12-24,Colts,3,3,0,7,2005,Seahawks,7,7,7,7,12/24/2005,4:17PM,H,H,H,T,-15,HW
1556,200512250gnb,16,Sun,2005-12-25,Bears,7,7,10,0,2005,Packers,0,7,0,10,12/25/2005,5:11PM,V,T,VV,HH,7,VW
1557,200512250rav,16,Sun,2005-12-25,Vikings,7,7,6,3,2005,Ravens,7,3,7,13,12/25/2005,8:36PM,T,V,H,HH,-7,HW
1558,200512260nyj,16,Mon,2005-12-26,Patriots,7,14,7,3,2005,Jets,7,0,0,14,12/26/2005,9:09PM,T,VV,V,HH,10,VW
1559,200512310sdg,17,Sat,2005-12-31,Broncos,0,14,2,7,2005,Chargers,0,7,0,0,12/31/2005,4:35PM,T,V,V,V,16,VW
1560,200512310rai,17,Sat,2005-12-31,Giants,7,13,7,3,2005,Raiders,7,7,7,0,12/31/2005,8:05PM,T,V,T,V,9,VW
1561,200601010kan,17,Sun,2006-01-01,Bengals,3,0,0,0,2006,Chiefs,3,17,10,7,1/1/2006,1:00PM,T,HHH,HH,H,-34,HW
1562,200601010nyj,17,Sun,2006-01-01,Bills,3,10,10,3,2006,Jets,3,14,3,10,1/1/2006,1:01PM,T,H,V,H,-4,HW
1563,200601010tam,17,Sun,2006-01-01,Saints,0,10,0,3,2006,Buccaneers,7,10,0,10,1/1/2006,1:02PM,H,T,T,H,-14,HW
1564,200601010nwe,17,Sun,2006-01-01,Dolphins,7,6,5,10,2006,Patriots,7,3,3,13,1/1/2006,1:02PM,T,V,V,H,2,VW
1565,200601010pit,17,Sun,2006-01-01,Lions,14,0,7,0,2006,Steelers,14,7,14,0,1/1/2006,1:02PM,T,H,H,T,-14,HW
1566,200601010clt,17,Sun,2006-01-01,Cardinals,0,3,7,3,2006,Colts,7,3,7,0,1/1/2006,1:02PM,H,T,T,V,-4,HW
1567,200601010cle,17,Sun,2006-01-01,Ravens,0,13,3,0,2006,Browns,0,6,14,0,1/1/2006,1:02PM,T,V,HH,T,-4,HW
1568,200601010gnb,17,Sun,2006-01-01,Seahawks,0,7,7,3,2006,Packers,6,7,7,3,1/1/2006,1:02PM,H,T,T,T,-6,HW
1569,200601010atl,17,Sun,2006-01-01,Panthers,14,13,10,7,2006,Falcons,3,0,0,8,1/1/2006,1:05PM,VV,VV,VV,H,33,VW
1570,200601010jax,17,Sun,2006-01-01,Titans,0,0,0,13,2006,Jaguars,17,10,13,0,1/1/2006,4:05PM,HHH,HH,HH,VV,-27,HW
1571,200601010sfo,17,Sun,2006-01-01,Texans,10,0,7,0,2006,49ers,0,7,10,0,1/1/2006,4:05PM,VV,H,H,T,0,T
1572,200601010min,17,Sun,2006-01-01,Bears,3,0,0,7,2006,Vikings,0,17,7,10,1/1/2006,4:15PM,V,HHH,H,H,-24,HW
1573,200601010phi,17,Sun,2006-01-01,Redskins,7,3,7,14,2006,Eagles,10,7,3,0,1/1/2006,4:16PM,H,H,V,VV,11,VW
1574,200601010dal,17,Sun,2006-01-01,Rams,0,10,0,10,2006,Cowboys,7,3,0,0,1/1/2006,8:36PM,H,V,T,VV,10,VW
1575,200601070tam,100,Sat,2006-01-07,Redskins,14,3,0,0,2006,Buccaneers,0,3,7,0,1/7/2006,4:34PM,VV,T,H,T,7,VW
1576,200601070nwe,100,Sat,2006-01-07,Jaguars,0,3,0,0,2006,Patriots,0,7,14,7,1/7/2006,8:08PM,T,H,HH,H,-25,HW
1577,200601080nyg,100,Sun,2006-01-08,Panthers,0,10,7,6,2006,Giants,0,0,0,0,1/8/2006,1:04PM,T,VV,V,V,23,VW
1578,200601080cin,100,Sun,2006-01-08,Steelers,0,14,14,3,2006,Bengals,10,7,0,0,1/8/2006,4:36PM,HH,V,VV,V,14,VW
1579,200601140sea,200,Sat,2006-01-14,Redskins,0,3,0,7,2006,Seahawks,0,7,7,6,1/14/2006,4:35PM,T,H,H,V,-10,HW
1580,200601140den,200,Sat,2006-01-14,Patriots,0,3,3,7,2006,Broncos,0,10,7,10,1/14/2006,8:16PM,T,H,H,H,-14,HW
1581,200601150clt,200,Sun,2006-01-15,Steelers,14,0,7,0,2006,Colts,0,3,0,15,1/15/2006,1:04PM,VV,H,V,HHH,3,VW
1582,200601150chi,200,Sun,2006-01-15,Panthers,7,9,7,6,2006,Bears,0,7,7,7,1/15/2006,4:41PM,V,V,T,H,8,VW
1583,200601220den,300,Sun,2006-01-22,Steelers,3,21,0,10,2006,Broncos,0,3,7,7,1/22/2006,3:08PM,V,VVV,H,V,17,VW
1584,200601220sea,300,Sun,2006-01-22,Panthers,0,7,0,7,2006,Seahawks,10,10,7,7,1/22/2006,6:47PM,HH,H,H,T,-20,HW
1585,200602050pit,400,Sun,2006-02-05,Seahawks,3,0,7,0,2006,Steelers,0,7,7,7,2/5/2006,6:27PM,V,H,T,H,-11,HW
1586,200609070pit,1,Thu,2006-09-07,Dolphins,0,10,7,0,2006,Steelers,0,14,0,14,9/7/2006,8:37PM,T,H,V,HH,-11,HW
1587,200609100kan,1,Sun,2006-09-10,Bengals,0,17,0,6,2006,Chiefs,3,0,0,7,9/10/2006,1:00PM,H,VVV,T,H,13,VW
1588,200609100tam,1,Sun,2006-09-10,Ravens,7,10,3,7,2006,Buccaneers,0,0,0,0,9/10/2006,1:01PM,V,VV,V,V,27,VW
1589,200609100nwe,1,Sun,2006-09-10,Bills,10,7,0,0,2006,Patriots,7,0,7,5,9/10/2006,1:02PM,V,V,H,H,-2,HW
1590,200609100htx,1,Sun,2006-09-10,Eagles,0,14,7,3,2006,Texans,7,3,0,0,9/10/2006,1:02PM,H,VV,V,V,14,VW
1591,200609100ram,1,Sun,2006-09-10,Broncos,0,7,0,3,2006,Rams,3,9,3,3,9/10/2006,1:02PM,H,H,H,T,-8,HW
1592,200609100car,1,Sun,2006-09-10,Falcons,3,10,7,0,2006,Panthers,3,0,3,0,9/10/2006,1:03PM,T,VV,V,T,14,VW
1593,200609100oti,1,Sun,2006-09-10,Jets,0,13,3,7,2006,Titans,0,0,0,16,9/10/2006,1:03PM,T,VV,V,HH,7,VW
1594,200609100cle,1,Sun,2006-09-10,Saints,3,6,7,3,2006,Browns,0,0,7,7,9/10/2006,1:04PM,V,V,T,H,5,VW
1595,200609100det,1,Sun,2006-09-10,Seahawks,0,6,0,3,2006,Lions,3,0,0,3,9/10/2006,1:04PM,H,V,T,T,3,VW
1596,200609100gnb,1,Sun,2006-09-10,Bears,7,9,3,7,2006,Packers,0,0,0,0,9/10/2006,4:15PM,V,VV,V,V,26,VW
1597,200609100jax,1,Sun,2006-09-10,Cowboys,10,0,0,7,2006,Jaguars,0,10,0,14,9/10/2006,4:15PM,VV,HH,T,H,-7,HW
1598,200609100crd,1,Sun,2006-09-10,49ers,7,7,7,6,2006,Cardinals,21,3,7,3,9/10/2006,4:15PM,HH,V,T,V,-7,HW
1599,200609100nyg,1,Sun,2006-09-10,Colts,3,13,0,10,2006,Giants,0,7,7,7,9/10/2006,8:24PM,V,V,H,V,5,VW
1600,200609110was,1,Mon,2006-09-11,Vikings,6,3,7,3,2006,Redskins,3,10,3,0,9/11/2006,7:11PM,V,H,V,V,3,VW
1601,200609110rai,1,Mon,2006-09-11,Chargers,3,10,0,14,2006,Raiders,0,0,0,0,9/11/2006,10:25PM,V,VV,T,VV,27,VW
1602,200609170gnb,2,Sun,2006-09-17,Saints,0,14,6,14,2006,Packers,13,0,0,14,9/17/2006,1:02PM,HH,VV,V,T,7,VW
1603,200609170phi,2,Sun,2006-09-17,Giants,7,0,0,17,2006,Eagles,7,10,7,0,9/17/2006,1:02PM,T,HH,H,VVV,0,T
1604,200609170rav,2,Sun,2006-09-17,Raiders,0,3,0,3,2006,Ravens,9,7,2,10,9/17/2006,1:02PM,HH,H,H,H,-22,HW
1605,200609170min,2,Sun,2006-09-17,Panthers,0,10,3,0,2006,Vikings,3,3,0,7,9/17/2006,1:03PM,H,V,V,H,0,T
1606,200609170chi,2,Sun,2006-09-17,Lions,0,0,7,0,2006,Bears,10,14,7,3,9/17/2006,1:03PM,HH,HH,T,H,-27,HW
1607,200609170cin,2,Sun,2006-09-17,Browns,3,0,0,14,2006,Bengals,14,3,0,17,9/17/2006,1:03PM,HH,H,T,H,-17,HW
1608,200609170clt,2,Sun,2006-09-17,Texans,0,3,0,21,2006,Colts,14,6,10,13,9/17/2006,1:03PM,HH,H,HH,VV,-19,HW
1609,200609170mia,2,Sun,2006-09-17,Bills,3,0,13,0,2006,Dolphins,0,0,0,6,9/17/2006,1:03PM,V,T,VV,H,10,VW
1610,200609170atl,2,Sun,2006-09-17,Buccaneers,0,3,0,0,2006,Falcons,7,7,0,0,9/17/2006,1:05PM,H,H,T,T,-11,HW
1611,200609170sfo,2,Sun,2006-09-17,Rams,0,10,0,3,2006,49ers,3,0,14,3,9/17/2006,4:06PM,H,VV,HH,T,-7,HW
1612,200609170sea,2,Sun,2006-09-17,Cardinals,0,0,3,7,2006,Seahawks,14,0,0,7,9/17/2006,4:06PM,HH,T,V,T,-11,HW
1613,200609170nyj,2,Sun,2006-09-17,Patriots,7,10,7,0,2006,Jets,0,0,14,3,9/17/2006,4:15PM,V,VV,H,H,7,VW
1614,200609170sdg,2,Sun,2006-09-17,Titans,0,0,0,7,2006,Chargers,3,17,6,14,9/17/2006,4:15PM,H,HHH,H,H,-33,HW
1615,200609170den,2,Sun,2006-09-17,Chiefs,0,3,3,0,2006,Broncos,0,0,3,3,9/17/2006,4:16PM,T,V,T,H,0,T
1616,200609170dal,2,Sun,2006-09-17,Redskins,0,10,0,0,2006,Cowboys,10,7,0,10,9/17/2006,8:20PM,HH,V,T,HH,-17,HW
1617,200609180jax,2,Mon,2006-09-18,Steelers,0,0,0,0,2006,Jaguars,0,0,3,6,9/18/2006,8:40PM,T,T,H,H,-9,HW
1618,200609240clt,3,Sun,2006-09-24,Jaguars,7,0,0,7,2006,Colts,0,7,7,7,9/24/2006,1:02PM,V,H,H,T,-7,HW
1619,200609240buf,3,Sun,2006-09-24,Jets,0,14,7,7,2006,Bills,7,3,0,10,9/24/2006,1:02PM,H,VV,V,H,8,VW
1620,200609240det,3,Sun,2006-09-24,Packers,14,3,7,7,2006,Lions,14,0,7,3,9/24/2006,1:02PM,T,V,T,V,7,VW
1621,200609240pit,3,Sun,2006-09-24,Bengals,0,14,0,14,2006,Steelers,7,0,10,3,9/24/2006,1:02PM,H,VV,HH,VV,8,VW
1622,200609240mia,3,Sun,2006-09-24,Titans,0,7,3,0,2006,Dolphins,3,0,7,3,9/24/2006,1:02PM,H,V,H,H,-3,HW
1623,200609240htx,3,Sun,2006-09-24,Redskins,7,14,7,3,2006,Texans,7,0,0,8,9/24/2006,1:03PM,T,VV,V,H,16,VW
1624,200609240tam,3,Sun,2006-09-24,Panthers,10,10,3,3,2006,Buccaneers,0,7,14,3,9/24/2006,1:03PM,VV,V,HH,T,2,VW
1625,200609240min,3,Sun,2006-09-24,Bears,3,0,6,10,2006,Vikings,3,3,0,10,9/24/2006,1:05PM,T,H,V,T,3,VW
1626,200609240cle,3,Sun,2006-09-24,Ravens,3,0,0,12,2006,Browns,0,14,0,0,9/24/2006,4:06PM,V,HH,T,VV,1,VW
1627,200609240sfo,3,Sun,2006-09-24,Eagles,14,10,7,7,2006,49ers,0,3,7,14,9/24/2006,4:15PM,VV,V,T,H,14,VW
1628,200609240crd,3,Sun,2006-09-24,Rams,0,13,3,0,2006,Cardinals,7,0,0,7,9/24/2006,4:15PM,H,VV,V,H,2,VW
1629,200609240sea,3,Sun,2006-09-24,Giants,0,3,0,27,2006,Seahawks,21,14,7,0,9/24/2006,4:16PM,HHH,HH,H,VVV,-12,HW
1630,200609240nwe,3,Sun,2006-09-24,Broncos,0,10,0,7,2006,Patriots,0,0,0,7,9/24/2006,8:20PM,T,VV,T,T,10,VW
1631,200609250nor,3,Mon,2006-09-25,Falcons,3,0,0,0,2006,Saints,14,6,3,0,9/25/2006,8:48PM,HH,H,H,T,-20,HW
1632,200610010kan,4,Sun,2006-10-01,49ers,0,0,0,0,2006,Chiefs,10,14,3,14,10/1/2006,1:00PM,HH,HH,H,HH,-41,HW
1633,200610010rav,4,Sun,2006-10-01,Chargers,7,6,0,0,2006,Ravens,7,0,0,9,10/1/2006,1:02PM,T,V,T,HH,-3,HW
1634,200610010nyj,4,Sun,2006-10-01,Colts,7,7,0,17,2006,Jets,0,14,0,14,10/1/2006,1:02PM,V,H,T,V,3,VW
