,GameID,Week,Day,DateStamp,Year,HQ1,HQ2,HQ3,HQ4,Time,49ers,Bears,Bengals,Bills,Broncos,Browns,Buccaneers,Cardinals,Chargers,Chiefs,Colts,Cowboys,Dolphins,Eagles,Falcons,Giants,Jaguars,Jets,Lions,Packers,Panthers,Patriots,Raiders,Rams,Ravens,Redskins,Saints,Seahawks,Steelers,Texans,Titans,Vikings
962,200311270dal,13,Thu,2003-11-27,2003,0,14,0,7,4:16PM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,200311300clt,13,Sun,2003-11-30,2003,0,10,14,10,1:00PM,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,200311300pit,13,Sun,2003-11-30,2003,0,3,7,10,1:01PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
965,200311300rav,13,Sun,2003-11-30,2003,7,17,0,20,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
966,200311300ram,13,Sun,2003-11-30,2003,10,10,14,14,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
967,200311300nyg,13,Sun,2003-11-30,2003,0,7,0,0,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,200311300car,13,Sun,2003-11-30,2003,3,0,7,6,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
969,200311300htx,13,Sun,2003-11-30,2003,0,3,14,0,1:03PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
970,200311300chi,13,Sun,2003-11-30,2003,7,0,0,21,1:03PM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,200311300was,13,Sun,2003-11-30,2003,0,14,3,3,4:05PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
972,200311300sdg,13,Sun,2003-11-30,2003,0,7,10,7,4:15PM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,200311300rai,13,Sun,2003-11-30,2003,5,3,0,0,4:15PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
974,200311300sea,13,Sun,2003-11-30,2003,7,10,10,7,4:15PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
975,200311300jax,13,Sun,2003-11-30,2003,0,10,0,7,8:36PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,200312010nyj,13,Mon,2003-12-01,2003,7,3,7,7,9:09PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,200312070min,14,Sun,2003-12-07,2003,0,13,7,14,1:00PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
978,200312070pit,14,Sun,2003-12-07,2003,0,17,7,3,1:01PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
979,200312070jax,14,Sun,2003-12-07,2003,7,10,0,10,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,200312070gnb,14,Sun,2003-12-07,2003,0,13,6,15,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
981,200312070rav,14,Sun,2003-12-07,2003,7,10,7,7,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
982,200312070nyg,14,Sun,2003-12-07,2003,7,0,0,0,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,200312070det,14,Sun,2003-12-07,2003,0,0,0,7,1:03PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
984,200312070oti,14,Sun,2003-12-07,2003,10,0,3,14,1:03PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
985,200312070nor,14,Sun,2003-12-07,2003,7,0,0,0,1:03PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
986,200312070phi,14,Sun,2003-12-07,2003,0,10,9,17,1:03PM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,200312070sfo,14,Sun,2003-12-07,2003,14,20,9,7,4:05PM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,200312070buf,14,Sun,2003-12-07,2003,0,7,7,3,4:15PM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,200312070den,14,Sun,2003-12-07,2003,7,10,14,14,4:15PM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,200312070nwe,14,Sun,2003-12-07,2003,3,0,0,9,4:15PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
991,200312070atl,14,Sun,2003-12-07,2003,0,7,0,7,8:37PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,200312080cle,14,Mon,2003-12-08,2003,7,0,6,7,9:09PM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,200312140kan,15,Sun,2003-12-14,2003,14,14,17,0,1:00PM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,200312140clt,15,Sun,2003-12-14,2003,14,10,14,0,1:00PM,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,200312140tam,15,Sun,2003-12-14,2003,7,6,3,0,1:01PM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,200312140nwe,15,Sun,2003-12-14,2003,7,6,0,14,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
997,200312140ram,15,Sun,2003-12-14,2003,14,7,0,6,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
998,200312140cin,15,Sun,2003-12-14,2003,7,14,10,10,1:03PM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,200312140nyj,15,Sun,2003-12-14,2003,3,3,0,0,1:03PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,200312140oti,15,Sun,2003-12-14,2003,3,3,8,14,1:03PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1001,200312140chi,15,Sun,2003-12-14,2003,3,7,3,0,1:03PM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,200312140rai,15,Sun,2003-12-14,2003,10,7,0,3,4:05PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1003,200312140den,15,Sun,2003-12-14,2003,10,0,0,10,4:05PM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,200312140sdg,15,Sun,2003-12-14,2003,3,0,3,15,4:15PM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,200312140crd,15,Sun,2003-12-14,2003,7,7,0,3,4:16PM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,200312140was,15,Sun,2003-12-14,2003,0,0,0,0,4:17PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1007,200312140nor,15,Sun,2003-12-14,2003,10,14,14,7,8:36PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1008,200312150mia,15,Mon,2003-12-15,2003,7,10,7,3,9:09PM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,200312200tam,16,Sat,2003-12-20,2003,0,7,0,21,1:32PM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,200312200min,16,Sat,2003-12-20,2003,7,17,7,14,5:15PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1011,200312200nyj,16,Sat,2003-12-20,2003,7,3,0,6,8:37PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,200312210dal,16,Sun,2003-12-21,2003,10,3,3,3,1:02PM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,200312210ram,16,Sun,2003-12-21,2003,7,10,3,7,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1014,200312210jax,16,Sun,2003-12-21,2003,0,17,3,0,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,200312210buf,16,Sun,2003-12-21,2003,0,0,3,0,1:02PM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,200312210chi,16,Sun,2003-12-21,2003,10,0,14,3,1:03PM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,200312210car,16,Sun,2003-12-21,2003,7,10,3,0,1:03PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1018,200312210cle,16,Sun,2003-12-21,2003,0,0,0,0,1:03PM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,200312210htx,16,Sun,2003-12-21,2003,0,3,14,7,1:03PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1020,200312210pit,16,Sun,2003-12-21,2003,14,7,7,12,4:05PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1021,200312210phi,16,Sun,2003-12-21,2003,0,14,7,7,4:15PM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,200312210sea,16,Sun,2003-12-21,2003,14,7,0,7,4:15PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1023,200312210clt,16,Sun,2003-12-21,2003,7,10,0,0,8:35PM,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,200312220rai,16,Mon,2003-12-22,2003,7,0,0,0,9:05PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1025,200312270nwe,17,Sat,2003-12-27,2003,14,14,0,3,1:35PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1026,200312270sfo,17,Sat,2003-12-27,2003,0,14,3,0,5:15PM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,200312270was,17,Sat,2003-12-27,2003,0,7,0,0,8:36PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1028,200312280kan,17,Sun,2003-12-28,2003,0,14,7,10,1:00PM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,200312280cin,17,Sun,2003-12-28,2003,7,0,0,7,1:02PM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,200312280oti,17,Sun,2003-12-28,2003,3,13,10,7,1:03PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1031,200312280mia,17,Sun,2003-12-28,2003,3,17,0,3,1:03PM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,200312280atl,17,Sun,2003-12-28,2003,14,7,0,0,1:03PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,200312280nor,17,Sun,2003-12-28,2003,3,7,3,0,1:03PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1034,200312280det,17,Sun,2003-12-28,2003,3,7,17,3,1:03PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,200312280htx,17,Sun,2003-12-28,2003,0,10,7,0,1:03PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1036,200312280crd,17,Sun,2003-12-28,2003,3,3,0,12,4:05PM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,200312280nyg,17,Sun,2003-12-28,2003,0,10,7,7,4:05PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,200312280sdg,17,Sun,2003-12-28,2003,7,7,0,7,4:15PM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,200312280gnb,17,Sun,2003-12-28,2003,7,3,7,14,4:15PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1040,200312280rav,17,Sun,2003-12-28,2003,7,0,0,3,8:36PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1041,200401030rav,100,Sat,2004-01-03,2004,7,3,0,7,4:37PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1042,200401030car,100,Sat,2004-01-03,2004,6,10,7,6,8:09PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1043,200401040gnb,100,Sun,2004-01-04,2004,0,13,0,14,1:04PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1044,200401040clt,100,Sun,2004-01-04,2004,14,17,10,0,4:42PM,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,200401100ram,200,Sat,2004-01-10,2004,3,6,3,11,4:30PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1046,200401100nwe,200,Sat,2004-01-10,2004,7,7,0,3,8:15PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1047,200401110kan,200,Sun,2004-01-11,2004,3,7,14,7,1:00PM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,200401110phi,200,Sun,2004-01-11,2004,0,7,0,10,4:46PM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,200401180nwe,300,Sun,2004-01-18,2004,7,8,6,3,3:06PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1050,200401180phi,300,Sun,2004-01-18,2004,0,3,0,0,6:50PM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,200402010car,400,Sun,2004-02-01,2004,0,10,0,19,6:25PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1052,200409090nwe,1,Thu,2004-09-09,2004,3,10,14,0,9:08PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1053,200409110mia,1,Sat,2004-09-11,2004,0,0,0,7,1:07PM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,200409120buf,1,Sun,2004-09-12,2004,7,0,0,3,1:04PM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,200409120pit,1,Sun,2004-09-12,2004,7,7,7,3,1:04PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1056,200409120ram,1,Sun,2004-09-12,2004,0,6,3,8,1:04PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1057,200409120htx,1,Sun,2004-09-12,2004,3,10,7,0,1:05PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1058,200409120chi,1,Sun,2004-09-12,2004,7,0,0,9,1:05PM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,200409120nor,1,Sun,2004-09-12,2004,0,7,0,0,1:06PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1060,200409120was,1,Sun,2004-09-12,2004,7,3,0,6,1:06PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1061,200409120nyj,1,Sun,2004-09-12,2004,14,0,10,7,1:07PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,200409120cle,1,Sun,2004-09-12,2004,0,3,7,10,1:08PM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,200409120min,1,Sun,2004-09-12,2004,0,14,14,7,4:15PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1064,200409120sfo,1,Sun,2004-09-12,2004,0,3,3,13,4:19PM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,200409120phi,1,Sun,2004-09-12,2004,14,10,7,0,4:21PM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,200409120den,1,Sun,2004-09-12,2004,3,14,7,10,8:39PM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,200409130car,1,Mon,2004-09-13,2004,0,7,0,7,9:09PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1068,200409190kan,2,Sun,2004-09-19,2004,3,7,7,0,1:00PM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,200409190oti,2,Sun,2004-09-19,2004,7,3,7,0,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1070,200409190jax,2,Sun,2004-09-19,2004,0,7,0,0,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,200409190rav,2,Sun,2004-09-19,2004,7,6,7,10,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1072,200409190gnb,2,Sun,2004-09-19,2004,3,0,7,0,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1073,200409190nor,2,Sun,2004-09-19,2004,10,10,3,7,1:03PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1074,200409190atl,2,Sun,2004-09-19,2004,7,10,0,17,1:03PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,200409190det,2,Sun,2004-09-19,2004,0,7,14,7,1:04PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,200409190nyg,2,Sun,2004-09-19,2004,0,20,0,0,1:04PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,200409190tam,2,Sun,2004-09-19,2004,0,3,0,3,4:05PM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,200409190sdg,2,Sun,2004-09-19,2004,0,7,7,14,4:15PM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,200409190rai,2,Sun,2004-09-19,2004,0,7,3,3,4:15PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1080,200409190dal,2,Sun,2004-09-19,2004,7,3,7,2,4:15PM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,200409190crd,2,Sun,2004-09-19,2004,0,6,6,0,4:16PM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,200409190cin,2,Sun,2004-09-19,2004,0,0,13,3,8:36PM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,200409200phi,2,Mon,2004-09-20,2004,7,3,7,10,9:09PM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,200409260min,3,Sun,2004-09-26,2004,0,10,7,10,1:00PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1085,200409260kan,3,Sun,2004-09-26,2004,7,0,7,7,1:00PM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,200409260ram,3,Sun,2004-09-26,2004,7,3,0,15,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1087,200409260oti,3,Sun,2004-09-26,2004,0,6,0,6,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1088,200409260cin,3,Sun,2004-09-26,2004,0,3,3,3,1:02PM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,200409260nyg,3,Sun,2004-09-26,2004,7,3,7,10,1:02PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,200409260det,3,Sun,2004-09-26,2004,0,7,0,6,1:03PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,200409260atl,3,Sun,2004-09-26,2004,3,3,0,0,1:05PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,200409260den,3,Sun,2004-09-26,2004,7,6,7,3,4:05PM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,200409260clt,3,Sun,2004-09-26,2004,21,14,0,10,4:15PM,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,200409260sea,3,Sun,2004-09-26,2004,17,7,10,0,4:16PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1095,200409260rai,3,Sun,2004-09-26,2004,3,10,17,0,8:35PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
